"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","bankable"
20,"?",137300,"HS-grad",9,"Never-married","?","Other-relative","White","Female",0,0,35,"United-States","<=50K"
28,"Private",108574,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",110145,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",317253,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States","<=50K"
32,"Private",364657,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
33,"Private",118500,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
52,"Private",190762,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
30,"Private",426017,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,19,"United-States","<=50K"
34,"State-gov",240283,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"State-gov",92003,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
33,"Private",228528,"10th",6,"Never-married","Craft-repair","Unmarried","White","Female",0,0,35,"United-States","<=50K"
25,"Private",133373,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
80,"?",107762,"HS-grad",9,"Widowed","?","Not-in-family","White","Male",0,0,24,"United-States","<=50K"
42,"Local-gov",340148,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
29,"Private",363425,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Federal-gov",191073,"HS-grad",9,"Never-married","Armed-Forces","Own-child","White","Male",0,0,40,"United-States","<=50K"
44,"Private",116632,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Private",405855,"9th",5,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
20,"Private",298227,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
51,"Private",56915,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
45,"Self-emp-inc",197332,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",">50K"
42,"Private",197583,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"?",">50K"
44,"Self-emp-not-inc",234885,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
30,"Private",180374,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
38,"Private",351299,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,50,"United-States","<=50K"
23,"Private",54012,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
44,"Private",116632,"Assoc-acdm",12,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
54,"Local-gov",288825,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
50,"Private",193374,"1st-4th",2,"Married-spouse-absent","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
24,"Private",170070,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
37,"Private",126708,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,60,"United-States","<=50K"
52,"Private",35598,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
22,"?",139883,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
17,"Private",211870,"9th",5,"Never-married","Other-service","Not-in-family","White","Male",0,0,6,"United-States","<=50K"
22,"Private",281432,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
27,"Private",161155,"10th",6,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",197904,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
33,"Private",111746,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"Portugal","<=50K"
28,"State-gov",70100,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
41,"Private",193626,"HS-grad",9,"Married-spouse-absent","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Private",187251,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","<=50K"
23,"Private",403107,"5th-6th",3,"Never-married","Other-service","Own-child","White","Male",0,0,40,"El-Salvador","<=50K"
26,"Private",64293,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
72,"?",303588,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
39,"Private",91996,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Private",337587,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
57,"?",222216,"Assoc-voc",11,"Widowed","?","Unmarried","White","Female",0,0,38,"United-States","<=50K"
25,"Private",267044,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K"
21,"?",204226,"Some-college",10,"Never-married","?","Unmarried","White","Female",0,0,35,"United-States","<=50K"
34,"Private",108116,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
24,"Local-gov",248344,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","Black","Male",0,0,50,"United-States","<=50K"
44,"Private",177905,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,58,"United-States",">50K"
74,"Private",99183,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,9,"United-States","<=50K"
38,"Self-emp-not-inc",190387,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
44,"Self-emp-not-inc",202692,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",108658,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Local-gov",207853,"12th",8,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","<=50K"
31,"Self-emp-inc",41493,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
29,"Private",133937,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",84179,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
58,"Private",51662,"10th",6,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,8,"United-States","<=50K"
46,"Self-emp-not-inc",245724,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Self-emp-not-inc",27053,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
72,"Private",205343,"11th",7,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"Private",229328,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United-States","<=50K"
30,"Private",152453,"11th",7,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
28,"Private",114053,"Bachelors",13,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
54,"Private",212960,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States",">50K"
47,"Private",264052,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Self-emp-not-inc",110663,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
24,"Private",354351,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private",158156,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
36,"Self-emp-not-inc",28738,"Assoc-acdm",12,"Divorced","Sales","Unmarried","White","Female",0,0,35,"United-States","<=50K"
55,"?",105138,"HS-grad",9,"Married-civ-spouse","?","Wife","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
48,"Private",45612,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,37,"United-States","<=50K"
29,"Private",182521,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
24,"Private",249909,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K"
39,"Private",207824,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"United-States","<=50K"
52,"Self-emp-inc",51048,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
23,"Private",190483,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
45,"Private",462440,"11th",7,"Widowed","Other-service","Not-in-family","Black","Female",0,0,20,"United-States","<=50K"
47,"Private",241832,"9th",5,"Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",0,0,40,"El-Salvador","<=50K"
34,"Private",153614,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
33,"Private",205469,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
49,"Private",268090,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,26,"United-States",">50K"
49,"Local-gov",120451,"10th",6,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
58,"Self-emp-not-inc",35723,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
19,"Private",262601,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,14,"United-States","<=50K"
52,"Self-emp-not-inc",289436,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
26,"Private",75654,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
31,"Local-gov",402089,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
58,"?",158611,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,50,"United-States","<=50K"
38,"State-gov",143774,"Some-college",10,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
34,"Private",106742,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
44,"Self-emp-not-inc",335183,"12th",8,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States",">50K"
43,"Local-gov",194360,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
17,"Self-emp-not-inc",368700,"11th",7,"Never-married","Farming-fishing","Own-child","White","Male",0,0,10,"United-States","<=50K"
17,"Private",102726,"12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States","<=50K"
32,"Private",226267,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"Mexico","<=50K"
58,"Self-emp-not-inc",204021,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
34,"Self-emp-not-inc",190290,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
18,"State-gov",59342,"11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,5,"United-States","<=50K"
45,"Local-gov",86644,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,55,"United-States","<=50K"
26,"Private",167350,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,30,"United-States","<=50K"
25,"?",202480,"Assoc-acdm",12,"Never-married","?","Other-relative","White","Male",0,0,45,"United-States","<=50K"
19,"Private",475028,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
18,"Private",208103,"11th",7,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"United-States","<=50K"
36,"Private",271767,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,40,"?","<=50K"
22,"Private",214399,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
44,"Private",111502,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
20,"Private",299047,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
31,"Private",223212,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
23,"Private",352139,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
19,"Private",192453,"Some-college",10,"Never-married","Other-service","Other-relative","White","Female",0,0,25,"United-States","<=50K"
26,"Private",112847,"Assoc-voc",11,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
17,"Private",316929,"12th",8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","<=50K"
32,"Private",267736,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
29,"Private",267034,"11th",7,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"Haiti","<=50K"
22,"Private",223515,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","White","Male",0,0,20,"United-States","<=50K"
39,"Private",48093,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
34,"Local-gov",119411,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Male",0,0,40,"Portugal","<=50K"
51,"Private",386773,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States",">50K"
31,"State-gov",301526,"Some-college",10,"Married-spouse-absent","Other-service","Other-relative","White","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-not-inc",106252,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
23,"Local-gov",282579,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Male",0,0,56,"United-States","<=50K"
36,"Private",51838,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
40,"Private",130760,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
41,"Self-emp-not-inc",49572,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
59,"?",192130,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,16,"United-States","<=50K"
18,"?",196061,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,33,"United-States","<=50K"
61,"Private",128831,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private",90758,"Masters",14,"Never-married","Tech-support","Not-in-family","White","Male",0,0,35,"United-States",">50K"
50,"?",23780,"Masters",14,"Married-spouse-absent","?","Other-relative","White","Male",0,0,40,"United-States","<=50K"
20,"Private",138768,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,30,"United-States","<=50K"
30,"Private",191571,"HS-grad",9,"Separated","Other-service","Own-child","White","Female",0,0,36,"United-States","<=50K"
43,"Private",94113,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
17,"Private",32607,"10th",6,"Never-married","Farming-fishing","Own-child","White","Male",0,0,20,"United-States","<=50K"
56,"Private",186556,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
64,"Private",169871,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
47,"Private",191277,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
30,"Private",129227,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
62,"Private",174355,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Self-emp-inc",165474,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"?",257780,"11th",7,"Married-civ-spouse","?","Husband","White","Male",0,0,15,"United-States","<=50K"
72,"?",28929,"11th",7,"Widowed","?","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
41,"Private",180572,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
35,"Private",135162,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Local-gov",33274,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
39,"Private",138192,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",90980,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
46,"Self-emp-not-inc",177407,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Private",96467,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Local-gov",166545,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
59,"Private",142182,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Private",188798,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
49,"Private",38563,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,56,"United-States",">50K"
43,"Private",191547,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Mexico","<=50K"
24,"Private",309055,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
17,"Private",368700,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,28,"United-States","<=50K"
24,"Private",121313,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,50,"United-States","<=50K"
41,"Private",194636,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
23,"Private",153044,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","Black","Female",0,0,7,"United-States","<=50K"
39,"Private",117683,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",270335,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Other-relative","White","Male",0,0,40,"Philippines",">50K"
38,"Private",95336,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
33,"Private",258498,"Some-college",10,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,60,"United-States","<=50K"
63,"?",149698,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,15,"United-States","<=50K"
33,"Self-emp-inc",155781,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"?","<=50K"
28,"Private",164170,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,"India","<=50K"
42,"Self-emp-not-inc",177307,"Prof-school",15,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States",">50K"
22,"Private",226508,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,50,"United-States","<=50K"
24,"Private",202570,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,15,"United-States","<=50K"
27,"Private",93235,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
34,"Private",175878,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",543028,"HS-grad",9,"Never-married","Sales","Own-child","Black","Male",0,0,40,"United-States","<=50K"
43,"Private",158926,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,50,"South","<=50K"
67,"Self-emp-inc",76860,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
25,"Private",98155,"Some-college",10,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
42,"Private",274198,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,38,"Mexico","<=50K"
32,"Private",262153,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",138022,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
33,"Private",373662,"1st-4th",2,"Married-spouse-absent","Priv-house-serv","Not-in-family","White","Female",0,0,40,"Guatemala","<=50K"
33,"Private",143653,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
38,"Self-emp-inc",196373,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
44,"State-gov",174675,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
51,"Private",269080,"7th-8th",4,"Widowed","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
41,"Private",239683,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"?","<=50K"
44,"Self-emp-inc",398473,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States",">50K"
33,"Local-gov",298785,"10th",6,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",123424,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Private",176286,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
25,"Private",150062,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
32,"Private",169240,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
32,"Private",288273,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,"Mexico","<=50K"
20,"Private",323573,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
35,"Self-emp-inc",368825,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
36,"?",94954,"Assoc-voc",11,"Widowed","?","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
28,"Private",161538,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
34,"Private",159929,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",284317,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
45,"Local-gov",318280,"HS-grad",9,"Widowed","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States",">50K"
63,"Private",254907,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
41,"Private",194636,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc",124793,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
47,"Private",192835,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Private",290226,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
56,"Private",112840,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
45,"Private",89325,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
20,"Private",148294,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
58,"Private",356067,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-inc",180804,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",109186,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Germany","<=50K"
34,"Private",124827,"Assoc-voc",11,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Private",118494,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States",">50K"
33,"Private",26973,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States",">50K"
48,"Local-gov",123075,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
56,"Private",169133,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"Yugoslavia","<=50K"
30,"Private",201624,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,45,"?","<=50K"
48,"Self-emp-inc",138370,"Masters",14,"Married-spouse-absent","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"India","<=50K"
27,"Private",389713,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",123785,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,75,"United-States","<=50K"
24,"Private",34446,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
23,"Private",217961,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
61,"Private",125155,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Self-emp-not-inc",263925,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Canada",">50K"
32,"Private",87643,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",157886,"Assoc-acdm",12,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
